ndex,thumbnail,name,description
740,https://archives.bulbagarden.net/media/upload/thumb/2/29/0740Crabominable.png/70px-0740Crabominable.png,Crabominable,strong weak frail frail slow light short anger point hyper cutter iron fist fighting ice  crabominable 740 avalanche paw segment pupil touch opponent shoulder ice half mountain place mouth palm protrusion oval part patch arm fur movement spot stripe bubble cold blue head face claw dumbbell time pincer tip size abdoman tuft speed blunt portion eye chest muscle crustacean wall move body rocket tooth mark pawprint being back color impression marking taste top home leg crab
741,https://archives.bulbagarden.net/media/upload/thumb/2/21/0741Oricorio.png/70px-0741Oricorio.png,Oricorio,weak weak frail frail fast light short dancer fire flying  oricorio 741 pupil nectar dancing extension waist crest ball style eyelash calm flamenco pom base purple move glum back fan marking edge puff homeland exude ornamentalhairstick frillyflamencodress shape foe arrangement headdress spirit center dress shade head guardian form front line body health fluff attack earring hairstick eyelid end adult group deity kind child toe ankle dance people tip type order beak region light paler eye chest skirt nature pa'u top foot leg opening offering plumage wing side border power mind blue ring likepom shock whitish electricity tail pink temperament feather thank
741,https://archives.bulbagarden.net/media/upload/thumb/2/21/0741Oricorio.png/70px-0741Oricorio.png,Oricorio-Pom-Pom,weak weak frail frail fast light short dancer electric flying  oricorio-pom-pom 741 pupil nectar dancing extension waist crest ball style eyelash calm flamenco pom base purple move glum back fan marking edge puff homeland exude ornamentalhairstick frillyflamencodress shape foe arrangement headdress spirit center dress shade head guardian form front line body health fluff attack earring hairstick eyelid end adult group deity kind child toe ankle dance people tip type order beak region light paler eye chest skirt nature pa'u top foot leg opening offering plumage wing side border power mind blue ring likepom shock whitish electricity tail pink temperament feather thank
741,https://archives.bulbagarden.net/media/upload/thumb/2/21/0741Oricorio.png/70px-0741Oricorio.png,Oricorio-Pa'u,weak weak frail frail fast light short dancer psychic flying  oricorio-pa'u 741 pupil nectar dancing extension waist crest ball style eyelash calm flamenco pom base purple move glum back fan marking edge puff homeland exude ornamentalhairstick frillyflamencodress shape foe arrangement headdress spirit center dress shade head guardian form front line body health fluff attack earring hairstick eyelid end adult group deity kind child toe ankle dance people tip type order beak region light paler eye chest skirt nature pa'u top foot leg opening offering plumage wing side border power mind blue ring likepom shock whitish electricity tail pink temperament feather thank
741,https://archives.bulbagarden.net/media/upload/thumb/2/21/0741Oricorio.png/70px-0741Oricorio.png,Oricorio-Sensu,weak weak frail frail fast light short dancer ghost flying  oricorio-sensu 741 pupil nectar dancing extension waist crest ball style eyelash calm flamenco pom base purple move glum back fan marking edge puff homeland exude ornamentalhairstick frillyflamencodress shape foe arrangement headdress spirit center dress shade head guardian form front line body health fluff attack earring hairstick eyelid end adult group deity kind child toe ankle dance people tip type order beak region light paler eye chest skirt nature pa'u top foot leg opening offering plumage wing side border power mind blue ring likepom shock whitish electricity tail pink temperament feather thank
742,https://archives.bulbagarden.net/media/upload/thumb/f/f7/0742Cutiefly.png/70px-0742Cutiefly.png,Cutiefly,weak weak frail frail slow light short honey gather shield dust sweet veil bug fairy ribombee cutiefly 742 predator pair opponent creature antennae nectar thing fuzz emotion scent aura meadow ability wing field flower pollen brightness existence movement spot plant thelightestbug head face beings.[1]loving bug people typepokémon byfomantis type bottom tinypokémonwith bloom tuft cutiefly building loop eye withbutterfreeover body tail food skirmish being color foot result leg town
743,https://archives.bulbagarden.net/media/upload/thumb/e/ed/0743Ribombee.png/70px-0743Ribombee.png,Ribombee,weak weak frail frail fast light short honey gather shield dust sweet veil bug fairy  ribombee 743 signature antennae horizon tree effect wing field projection stock limb flower tiny arm pollen existence weather ball center insectoid eyelash head face needle storm people supplement base tuft scarf sprout collect loop eye hand front neck design move body food back speck hair tiredness foot leg damp
743,https://archives.bulbagarden.net/media/upload/thumb/e/ed/0743Ribombee.png/70px-0743Ribombee.png,Ribombee-Totem,weak weak frail frail fast light short sweet veil bug fairy  ribombee-totem 743 signature antennae horizon tree effect wing field projection stock limb flower tiny arm pollen existence weather ball center insectoid eyelash head face needle storm people supplement base tuft scarf sprout collect loop eye hand front neck design move body food back speck hair tiredness foot leg damp
744,https://archives.bulbagarden.net/media/upload/thumb/6/6b/0744Rockruff.png/70px-0744Rockruff.png,Rockruff,weak weak frail frail slow light short keen eye own tempo steadfast vital spirit rock lycanroc lycanroc-dusk lycanroc-midnight rockruff 744 sense paw anime odor curl pebble pack opponent ruff scent nose ability side foe cheek fur quadrupedal button time wilder wrist ankle tip tale sun human tuft muzzle trace ground rock eye kindness neck triangular powerful.[1]rockruff age master tail moment other point back beginner nature ear marking smell territory
745,https://archives.bulbagarden.net/media/upload/thumb/b/b8/0745Lycanroc.png/70px-0745Lycanroc.png,Lycanroc,strong weak frail frail fast light short keen eye sand rush steadfast rock  lycanroc 745 moveaccelerock slouched pupil mane blow mouth field evening prey energy quadrupedal button stone corner.[1]it combination fragment tuft muzzle triangular move jaw other back trust color marking canine paw pack gold trainer razor sclerae fighting fang nose shape foe spirit spot preydeerling head face share wolf form rock luck front body temper attack moment stage opponent shoulder partner inside project kind part force fur guard movement battle trait tip order human red eye neck stance contrast tooth excitement nature ear foot werewolf leg mask crescent streak side personality boulder corner power extend demeanor claw strategy sun iris bysolgaleoandlunalawhen headbutt portion sunset tail moon z dusk
745,https://archives.bulbagarden.net/media/upload/thumb/b/b8/0745Lycanroc.png/70px-0745Lycanroc.png,Lycanroc-Midnight,strong weak frail frail slow light short keen eye no guard vital spirit rock  lycanroc-midnight 745 moveaccelerock slouched pupil mane blow mouth field evening prey energy quadrupedal button stone corner.[1]it combination fragment tuft muzzle triangular move jaw other back trust color marking canine paw pack gold trainer razor sclerae fighting fang nose shape foe spirit spot preydeerling head face share wolf form rock luck front body temper attack moment stage opponent shoulder partner inside project kind part force fur guard movement battle trait tip order human red eye neck stance contrast tooth excitement nature ear foot werewolf leg mask crescent streak side personality boulder corner power extend demeanor claw strategy sun iris bysolgaleoandlunalawhen headbutt portion sunset tail moon z dusk
745,https://archives.bulbagarden.net/media/upload/thumb/b/b8/0745Lycanroc.png/70px-0745Lycanroc.png,Lycanroc-Dusk,strong weak frail frail fast light short tough claws rock  lycanroc-dusk 745 moveaccelerock slouched pupil mane blow mouth field evening prey energy quadrupedal button stone corner.[1]it combination fragment tuft muzzle triangular move jaw other back trust color marking canine paw pack gold trainer razor sclerae fighting fang nose shape foe spirit spot preydeerling head face share wolf form rock luck front body temper attack moment stage opponent shoulder partner inside project kind part force fur guard movement battle trait tip order human red eye neck stance contrast tooth excitement nature ear foot werewolf leg mask crescent streak side personality boulder corner power extend demeanor claw strategy sun iris bysolgaleoandlunalawhen headbutt portion sunset tail moon z dusk
746,https://archives.bulbagarden.net/media/upload/thumb/c/c4/0746Wishiwashi.png/70px-0746Wishiwashi.png,Wishiwashi,weak weak frail frail slow light short schooling water  wishiwashi 746 predator pair end fishlike teardrop sea pupil opponent demon spike half signal friend band mouth inside area finger side shape fishlikepokémon recess projection school water power spot puddle center fish situation shade blue head fishtail ring section kilometer guardian type fin tip includinghuman people torpedo base iris dorsal form dot human gape eye front move gap lip line body danger tail form'swater color mile top result edge distance eyelid
747,https://archives.bulbagarden.net/media/upload/thumb/6/63/0747Mareanie.png/70px-0747Mareanie.png,Mareanie,weak weak frail frail slow light short limber merciless regenerator poison water toxapex mareanie 747 anime ocean pupil blow spike sclerae branch group area beach bruxishfeed ability prey part limb tentacle evolution one center spine turn poison feed head face section bottom flavor purple stalk numbness eye risk front itching body food tooth collection top ground theanime
748,https://archives.bulbagarden.net/media/upload/thumb/b/bf/0748Toxapex.png/70px-0748Toxapex.png,Toxapex,weak weak bulky bulky slow light short limber merciless regenerator poison water  toxapex 748 ocean pupil flow sclerae - protrusion heat enemy ability foe dome venom part hour evolution arm length underside aftereffect odd pre floor spine like poison bypass blue head claw ring tide air incolder pain day tip current region eye move body recovery surrounding shelter pink top toxapex vice leg compete
749,https://archives.bulbagarden.net/media/upload/thumb/2/29/0749Mudbray.png/70px-0749Mudbray.png,Mudbray,strong weak frail frail slow light short inner focus own tempo stamina ground mudsdale mudbray 749 population teardrop pupil mane bang extinction terrain load diet inside world donkey mud power cheek period hoof quadrupedal coat blaze time face smalldonkey dirt size order sun strength muzzle cream ingalarandpaldea eye weight neck tail marking ear grip
750,https://archives.bulbagarden.net/media/upload/thumb/9/95/0750Mudsdale.png/70px-0750Mudsdale.png,Mudsdale,strong weak frail frail slow heavy short inner focus own tempo stamina ground  mudsdale 750 saliva equine mane opponent blow dreadlock ton inside resistance side fortitude asphalt labor wind mud force fur hole hoof quality pottery rim stamina way blaze leg truck stone day trouble tip dirt house bottom red pile muzzle coating kick eye neck wall structure line body tail scrap night ear car top notch water
751,https://archives.bulbagarden.net/media/upload/thumb/b/bd/0751Dewpider.png/70px-0751Dewpider.png,Dewpider,weak weak frail frail slow light short water absorb water bubble water bug araquanid dewpider 751 land anime pupil sclerae mouth flap enemy green prey abdomen protection oxygen one joint knobby bubble way head middle tip silk abdoman bump eye thorax triangular dewpider spinneret spider marking animeha top leg water
752,https://archives.bulbagarden.net/media/upload/thumb/c/c0/0752Araquanid.png/70px-0752Araquanid.png,Araquanid,weak weak frail bulky slow light short water absorb water bubble water bug  araquanid 752 end majority extension enemy prey item projection abdomen protection joint center brown bubble stripe head accent tip eyebrow paler bump eye neck body line spinneret shield back arachnoid marking weapon top leg water
752,https://archives.bulbagarden.net/media/upload/thumb/c/c0/0752Araquanid.png/70px-0752Araquanid.png,Araquanid-Totem,weak weak frail bulky slow light short water bubble water bug  araquanid-totem 752 end majority extension enemy prey item projection abdomen protection joint center brown bubble stripe head accent tip eyebrow paler bump eye neck body line spinneret shield back arachnoid marking weapon top leg water
753,https://archives.bulbagarden.net/media/upload/thumb/c/cb/0753Fomantis.png/70px-0753Fomantis.png,Fomantis,weak weak frail frail slow light short contrary leaf guard grass lurantis fomantis 753 bunche pupil sunlight trainer scent reason flowerpot energy.[1]fomantis evolution arm nap energy center spot plantlikepokémon range greenbulbsprout head face leave time day bug tip order coloration store tuft aroma scythe eye front neck peace body danger tail attack back night photosynthesis collar leg
754,https://archives.bulbagarden.net/media/upload/thumb/6/63/0754Lurantis.png/70px-0754Lurantis.png,Lurantis,strong weak frail frail slow light short contrary leaf guard grass  lurantis 754 end signature pant antennae appearance insect half coloring lump extension wing side shape foe waist job abdomen flower arm protection plantlike rim dress stripe head trait claw time metal type bug tip atrainerdoe typepokémon laser coloration light scythe grooming grass plate eye appendage neck skirt move body surprise beam attack acclaim glamorousgrass back color ear hair top foot abugpokémon leg
754,https://archives.bulbagarden.net/media/upload/thumb/6/63/0754Lurantis.png/70px-0754Lurantis.png,Lurantis-Totem,strong weak frail frail slow light short leaf guard grass  lurantis-totem 754 end signature pant antennae appearance insect half coloring lump extension wing side shape foe waist job abdomen flower arm protection plantlike rim dress stripe head trait claw time metal type bug tip atrainerdoe typepokémon laser coloration light scythe grooming grass plate eye appendage neck skirt move body surprise beam attack acclaim glamorousgrass back color ear hair top foot abugpokémon leg
755,https://archives.bulbagarden.net/media/upload/thumb/7/70/0755Morelull.png/70px-0755Morelull.png,Morelull,weak weak frail frail slow light short effect spore illuminate rain dish grass fairy shiinotic morelull 755 signature spore brush disaster itssignature group area side root addition center plant head ring type spark cap disaster.[2 base light jungle circle forest theshortestgrass sprout grass bump eye morelull.[1]when move body danger split drowsiness mushroom nutrient plane locomotion location color night marking morelull hair top foot delicacy stem
756,https://archives.bulbagarden.net/media/upload/thumb/6/67/0756Shiinotic.png/70px-0756Shiinotic.png,Shiinotic,weak weak frail frail slow light short effect spore illuminate rain dish grass fairy  shiinotic 756 end signature anime spore itssignature mouth finger area side green fight prey part substance habitat arm underside energy rim filament spot way head flickering people tip cap light forest circle stalk bump eye move body drowsiness mushroom method marking top foot territory compete advantage gill
757,https://archives.bulbagarden.net/media/upload/thumb/1/1c/0757Salandit.png/70px-0757Salandit.png,Salandit,weak weak frail frail slow light short corrosion oblivious poison fire salazzle salandit 757 specie signature mask odor pupil opponent togeneration asalamanderor dizziness scent protrusion flame salandit ability prey male technique spine toe gas head difficulty volcano tip environment arid base human balance will eye neck jaw body line split tail tooth salamander food bandanna back fluid withspinda itssignatureability impression marking pheromone foot female lizard
758,https://archives.bulbagarden.net/media/upload/thumb/7/70/0758Salazzle.png/70px-0758Salazzle.png,Salazzle,weak strong frail frail fast light short corrosion oblivious poison fire  salazzle 758 digit specie signature pupil whip trainer game wisp winner itssignature u palm malesalandit flame gray ability side shape almond fight projection male four harem force illustration underside like v cave gas growth leg perfume head inan surface smoke base salazzle ingeneration hip graypokémonresembling eye chest neck hand hind slap salamander body line jaw tail food series moment back window counterpart itssignatureability marking pheromone foot move malnutrition lizard
758,https://archives.bulbagarden.net/media/upload/thumb/7/70/0758Salazzle.png/70px-0758Salazzle.png,Salazzle-Totem,weak strong frail frail fast light short corrosion poison fire  salazzle-totem 758 digit specie signature pupil whip trainer game wisp winner itssignature u palm malesalandit flame gray ability side shape almond fight projection male four harem force illustration underside like v cave gas growth leg perfume head inan surface smoke base salazzle ingeneration hip graypokémonresembling eye chest neck hand hind slap salamander body line jaw tail food series moment back window counterpart itssignatureability marking pheromone foot move malnutrition lizard
759,https://archives.bulbagarden.net/media/upload/thumb/f/f7/0759Stufful.png/70px-0759Stufful.png,Stufful,weak weak frail frail slow light short cute charm fluffy klutz normal fighting bewear stufful 759 paw odor appearance cub flap tree headband nose toy side kind flailing arm fur center head face trunk ring combination size bottom tag tuft strength muzzle bear triangular pad body tail organ other mannerism semicircle ear marking foot leg
760,https://archives.bulbagarden.net/media/upload/thumb/2/26/0760Bewear.png/70px-0760Bewear.png,Bewear,strong weak frail frail slow light short fluffy klutz unnerve normal fighting  bewear 760 end paw appearance trainer black band palm headband nose warning affection prey hug arm force fur season head ring nest tuft muzzle bear fashion eye hind front triangular embrace pad body tail food marking ear top bone leg
761,https://archives.bulbagarden.net/media/upload/thumb/3/34/0761Bounsweet.png/70px-0761Bounsweet.png,Bounsweet,weak weak frail frail slow light short leaf guard oblivious sweet veil grass steenee bounsweet 761 scent flesh effect freshener enemy amangosteenwhen waist past one pinkish way head time air sweet result people human juice region purple mangosteen eye sweat skirt structure body danger desperation greencalyx smallpokémonresembling consumption calyx top smell leg formation stem
762,https://archives.bulbagarden.net/media/upload/thumb/c/ca/0762Steenee.png/70px-0762Steenee.png,Steenee,weak weak frail frail slow light short leaf guard oblivious sweet veil grass tsareena steenee 762 predator digit segment appearance spin predatorcorvisquire scent pigtail flesh object ruffle side bipedal personality foe part stomach arm fragrance steenee spot dress eyelash head leave pain tip leaf rind human form antiperspirant forest purple mangosteen eye hip hand front torso triangular topigtail move attack greencalyx other back marking top corvisquire leg stem
763,https://archives.bulbagarden.net/media/upload/thumb/e/e6/0763Tsareena.png/70px-0763Tsareena.png,Tsareena,strong weak frail frail slow light short leaf guard queenly majesty sweet veil grass  tsareena 763 digit specie right segment opponent bang appearance ruff mouth nose flesh hit bipedal side part projection power arm attitude fragrance steenee movement spot mind stripe eyelash boot growth head face leave sweptbang time distraction leaf bottom form crown kick evolve portion hand eye hip torso mangosteen evil move rival body command taper greencalyx class nature counterpart impression marking hair top foot ground kicking leg eyelid
764,https://archives.bulbagarden.net/media/upload/thumb/d/d8/0764Comfey.png/70px-0764Comfey.png,Comfey,weak weak frail frail fast light short flower veil natural cure triage fairy  comfey 764 greenpokémonwith opening flee ally scent oval enemy side crest hospital flower arm fragrance existence head face ring treatment people tuft aroma eye move body thread attack oil back vine top
765,https://archives.bulbagarden.net/media/upload/thumb/f/f7/0765Oranguru.png/70px-0765Oranguru.png,Oranguru,weak weak frail frail slow light short inner focus symbiosis telepathy normal psychic  oranguru 765 handle usehumantool withslowking superiority tree area nose beach kind item simianpokémonresembling wit attitude forehead fur one ball center skin beard head time leave ring people orangutan order snout medicine forest hand eye star strand move tool body age cape food chin other back fan impression marking clump foot moveinstruct
766,https://archives.bulbagarden.net/media/upload/thumb/1/17/0766Passimian.png/70px-0766Passimian.png,Passimian,strong weak frail frail slow light short defiant receiver fighting  passimian 766 builtlemurwith saliva anime acoconutshell member opponent vision place shoulder half sclerae teamwork leader tree area leadership dispute ability fur one lemur battle training coordination blaze berry head face leave ring aid time headwear ankle strategy tip shell iris form coconut muzzle orange hand eye front chest body tail chin position troop food helmet damage search back skill variant color intensity clump top foot leaf
767,https://archives.bulbagarden.net/media/upload/thumb/0/07/0767Wimpod.png/70px-0767Wimpod.png,Wimpod,weak weak frail frail slow light short wimp out bug water golisopod wimpod 767 sea antennae spike half stench extension cleaner side habit underside one movement eyelash head middle people triangle curiosity form overlap liquid plate coin eye plating body danger tail lid room arthropodpokémon other back nature fluid garbage total noise leg
768,https://archives.bulbagarden.net/media/upload/thumb/3/32/0768Golisopod.png/70px-0768Golisopod.png,Golisopod,strong weak bulky frail slow light short emergency exit bug water  golisopod 768 predator pair piece signature mask pupil opening opponent antennae thigh itssignature loincloth protrusion side prey fight waist mandible silver arm battle center cave head seawater claw forearm exoskeleton triangle shell posture hindmost plate overlapping eye triangular move plating body back meditate marking armor foot advantage leg diamond
769,https://archives.bulbagarden.net/media/upload/thumb/c/cf/0769Sandygast.png/70px-0769Sandygast.png,Sandygast,weak weak frail frail slow light short sand veil water compaction ghost ground palossand sandygast 769 control mound pebble handle branch shovel mouth beach ability moveshore side sandygast prey child grudge power arm force battle center sand way head shovel.[1]sandygast people defeat lot region form eye blade hand courage move body attack depression tunnel inhabit top person flag life
770,https://archives.bulbagarden.net/media/upload/thumb/2/29/0770Palossand.png/70px-0770Palossand.png,Palossand,weak weak frail frail slow light short sand veil water compaction ghost ground  palossand 770 anime pebble handle adult hollow victim rain genesis shovel mouth beach ability moveshore side vitality prey radar shape tower water power arm force defense energy center crenellation sand seashell head ring storm size base castle form peak grain will trace building eye front palossand move body line vortex disguise point window back tunnel top bone life
771,https://archives.bulbagarden.net/media/upload/thumb/8/84/0771Pyukumuku.png/70px-0771Pyukumuku.png,Pyukumuku,weak weak bulky bulky slow light short innards out unaware water  pyukumuku 771 land sea appearance spike need mouth beach side shape perpetrator marine week relationship job tourist spot moisturizer time face starvation people withpelipper movepurify fist star eye move body line tail food lifestyle organ back other point fluid puff water
772,https://archives.bulbagarden.net/media/upload/thumb/1/19/0772Type_Null.png/70px-0772Type_Null.png,Type: Null,weak weak frail frail slow light short battle armor normal silvally type: null 772 mane toshift nametype band warning full(japanese quadrupedal spine fin base limiter hind hinge jaw back point marking x life paw chimeric spike event article ability failure gladion evolution hole rejection head shin stasis form ingeneration cell front torso line helmet intention hexagon end myth creature shoulder タイプ：フルtype effect axe fur hope toe trait surface type ankle tip region eye level blade chest scale research ear top foot memory leg piece spoiler half variety note side name detail power plot typesby way claw model vane tail hang flank correspondingmemory collar
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally,weak weak frail frail fast light short rks system normal  silvally 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally-Bug,weak weak frail frail fast light short rks system bug  silvally-bug 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally-Dark,weak weak frail frail fast light short rks system dark  silvally-dark 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally-Dragon,weak weak frail frail fast light short rks system dragon  silvally-dragon 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally-Electric,weak weak frail frail fast light short rks system electric  silvally-electric 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally-Fairy,weak weak frail frail fast light short rks system fairy  silvally-fairy 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally-Fighting,weak weak frail frail fast light short rks system fighting  silvally-fighting 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally-Fire,weak weak frail frail fast light short rks system fire  silvally-fire 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally-Flying,weak weak frail frail fast light short rks system flying  silvally-flying 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally-Ghost,weak weak frail frail fast light short rks system ghost  silvally-ghost 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally-Grass,weak weak frail frail fast light short rks system grass  silvally-grass 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally-Ground,weak weak frail frail fast light short rks system ground  silvally-ground 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally-Ice,weak weak frail frail fast light short rks system ice  silvally-ice 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally-Poison,weak weak frail frail fast light short rks system poison  silvally-poison 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally-Psychic,weak weak frail frail fast light short rks system psychic  silvally-psychic 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally-Rock,weak weak frail frail fast light short rks system rock  silvally-rock 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally-Steel,weak weak frail frail fast light short rks system steel  silvally-steel 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
773,https://archives.bulbagarden.net/media/upload/thumb/0/0d/0773Silvally.png/70px-0773Silvally.png,Silvally-Water,weak weak frail frail fast light short rks system water  silvally-water 773 drive piece anime overbite chimeric pupil mane creature appearance spike half partner variety memory mask - inside fang nose destruction side disk axe part crest silver control name evolution defense bridge fur one paw quadrupedal spine toe temperament head trait metal shin claw re change ankle space tip fin type snout circle eye hind membrane chest neck triangular move scale jaw line body tail flank back color ear top foot feather theanime leg life
774,https://archives.bulbagarden.net/media/upload/thumb/4/4b/0774Minior.png/70px-0774Minior.png,Minior,strong weak frail frail fast light short shields down rock flying  minior 774 mask place rest aggregation swirl spike half debris particulate mouth coloring break motif shape corner layer accessories.[1]while fall hole ball planet energy spot center landing eyelash clothing face core surface ring sphericalpokémonwith type typepokémon triangle shell form dot process plate coating rock tie stratosphere accessory star eye level front body line food nanoparticle designer crack back thelightestrock flying exterior eyespot typeandflying color handful matter ozone
